objective_id,assessment_objective,control_title,family,machine_reportable,referent_class,authority_source,feed_types,rationale,prior_call,change_note,owner_comments
03.01.08_obj.a,the means of limiting unsuccessful logon attempts is defined.,Limit unsuccessful logon attempts.,Access Control,yes,DoD ODP,ODP,Config API|Host config read,"The rare fully-floored definition: ODP fixes 5-in-5/15-min lockout, and the means IS a setting. Lockout policy emits and is comparable to the published value - the archetype 03.05.07.d case from the drafts.",,Authority recorded: ODP fixes lockout values. | V8 AUDIT: KEPT: ODP floors lockout; setting emits and compares. Archetype.,
03.01.08_obj.b,the defined means of limiting unsuccessful logon attempts is implemented.,Limit unsuccessful logon attempts.,Access Control,yes,NCP checklist repository (inherited),,Host config read|Config API,Lockout policy state emits on both paths (AD/local policy; Entra smart lockout).,,,
03.01.09_obj.a,"privacy and security notices required by CUI-specified rules are identified, consistent, and associated with the specific CUI category",Provide privacy and security notices consistent with applicable CUI rules.,Access Control,no,,,,Notice identification against CUI-category rules is a determination; no emission. Model-content candidate - notice text is common across suppliers.,,,
03.01.09_obj.b,privacy and security notices are displayed.,Provide privacy and security notices consistent with applicable CUI rules.,Access Control,yes,NCP checklist repository (inherited),,Host config read|Config API,Banner display emits as policy state (GPO logon banner; Terms of Use; MOTD per analyst note).,,,
03.01.10_obj.a,the period of inactivity after which the system initiates a session lock is defined.,Use session lock with pattern-hiding displays to prevent access and viewing of data after a period of inactivity.,Access Control,yes,DoD ODP,ODP,Host config read,"Inactivity period emits as setting; ODP fixes <=15 min. Floored definition, as 03.01.08.a.",,Authority recorded: ODP fixes inactivity period (<=15 min). | V8 AUDIT: KEPT: ODP floors inactivity period (<=15 min).,
03.01.10_obj.b,access to the system and viewing of data is prevented by initiating a session lock after the defined period of inactivity.,Use session lock with pattern-hiding displays to prevent access and viewing of data after a period of inactivity.,Access Control,yes,NCP checklist repository (inherited),,Host config read,Lock enforcement is the same policy state.,,,
03.01.10_obj.c,previously visible information is concealed via a pattern-hiding display after the defined period of inactivity.,Use session lock with pattern-hiding displays to prevent access and viewing of data after a period of inactivity.,Access Control,yes,NCP checklist repository (inherited),,Host config read,Pattern-hiding (screensaver/lock display) emits as setting; benchmark-covered per analyst note.,,,
03.01.11_obj.a,conditions requiring a user session to terminate are defined.,Terminate automatically a user session after a defined condition.,Access Control,yes,DoD ODP,ODP,Config API|Host config read,"Termination conditions: ODP defines them (inactivity <=24h, misbehavior, maintenance) and the inactivity slice emits as session-lifetime configuration. Analyst note concurs on the shape. Floored.",,Authority recorded: ODP defines termination conditions. | V8 AUDIT: KEPT: R2 objective; R3 ODP is the clarifying published value per stated methodology. Floored definition.,
03.01.11_obj.b,a user session is automatically terminated after any of the defined conditions occur.,Terminate automatically a user session after a defined condition.,Access Control,partial,,,Config API,Inactivity-triggered termination emits as session policy; misbehavior- and maintenance-triggered termination are operational acts that emit only as after-the-fact revocation events. Split by trigger class.,,,
03.01.12_obj.a,remote access sessions are permitted.,Monitor and control remote access sessions.,Access Control,yes,NCP checklist repository (inherited),,Config API,Whether remote sessions are permitted is policy state - CA and gateway configuration emit the answer directly.,,,
03.01.12_obj.b,the types of permitted remote access are identified.,Monitor and control remote access sessions.,Access Control,no,,,,Type identification is documented in the SSP (analyst note); no emission enumerates 'permitted types' as a set.,,,
03.01.12_obj.c,remote access sessions are controlled.,Monitor and control remote access sessions.,Access Control,yes,NCP checklist repository (inherited),,Config API|SIEM / log query,"Session control state (gateway policy, CA session controls) emits; session events emit.",,,
03.01.12_obj.d,remote access sessions are monitored.,Monitor and control remote access sessions.,Access Control,no,,,SIEM / log query,Remote session logs emit - monitoring is the log pipeline itself.,yes,"V8.7: yes->no. Owner ruling (SIEM tiering). Sole sufficient feed is log query, a collector outside the declared reference architecture; SIEM was excluded from the reference baseline at v8.5 and that exclusion is now applied consistently. Demoted to 'no' rather than 'partial' to match the v8.5 AU/IR treatment on identical facts. feed_types retained as a record of where emission would originate.",
03.01.13_obj.a,cryptographic mechanisms to protect the confidentiality of remote access sessions are identified.,Employ cryptographic mechanisms to protect the confidentiality of remote access sessions.,Access Control,partial,,,Config API,"Analyst note: SSP documents mechanisms, 'there may be some automation.' Deployed mechanism state (TLS config, auth-strength policy) emits; the identification-as-list is prose. Emission covers the implemented set, not the identified set.",,,
03.01.13_obj.b,cryptographic mechanisms to protect the confidentiality of remote access sessions are implemented.,Employ cryptographic mechanisms to protect the confidentiality of remote access sessions.,Access Control,yes,NCP checklist repository (inherited),,Config API|Host config read,"Enforcement emits: gateway TLS minimums, OS TLS settings per baseline (analyst note concurs).",,,
03.01.14_obj.a,managed access control points are identified and implemented.,Route remote access via managed access control points.,Access Control,yes,Organization-defined ODP,artifact,Config API,Analyst note: the gateway/session host ARE the managed access control points - DEFINE_AS_SETTING. Their existence and configuration emit.,yes,"V8.8: promoted partial->yes. Referent is the organization-defined value the standard obliges the organization to set; validation executes against it when the export carries the declaration and the observation as separate assertions. V8 AUDIT: Gateway/session host ARE the control points (DEFINE_AS_SETTING); implementation half emits, identification half self-referential.",
03.01.14_obj.b,remote access is routed through managed network access control points.,Route remote access via managed access control points.,Access Control,partial,,,Config API|SIEM / log query,Routing-through-gateway emits where CA blocks direct access and gateway logs show sessions; proving *all* remote access routes through (no shadow paths) is a completeness claim the emission cannot make. Path-dependent per analyst note.,,,
03.01.15_obj.a,privileged commands authorized for remote execution are identified.,Authorize remote execution of privileged commands and remote access to security-relevant information.,Access Control,yes,Organization-defined ODP,artifact,Directory enumeration|Config API,"Cloud-collapse: on the reference architecture all privileged access is remote by construction (Azure portal/ARM, M365 admin sessions), so the ""remote"" qualifier is architecturally vacuous and the objective collapses into the privileged-action enumeration already in the artifact class (03.01.07.a). One SSP sentence records the collapse; the role-definition set is the identification.",yes,V8.8: promoted partial->yes. Referent is the organization-defined value the standard obliges the organization to set; validation executes against it when the export carries the declaration and the observation as separate assertions. V8.2 PROMOTION (no -> artifact): owner ruling — no local/remote distinction exists on the reference architecture; JIT not required by framework.,
03.01.15_obj.b,security-relevant information authorized to be accessed remotely is identified.,Authorize remote execution of privileged commands and remote access to security-relevant information.,Access Control,yes,Organization-defined ODP,artifact,Directory enumeration|Config API,As .a by the same collapse: all security-relevant information access is remote by construction; RBAC scope over the management plane is the identification of what may be so accessed.,yes,"V8.8: promoted partial->yes. Referent is the organization-defined value the standard obliges the organization to set; validation executes against it when the export carries the declaration and the observation as separate assertions. V8.2 PROMOTION (no -> artifact): travels with .a per its own ""as .a"" rationale.",
03.01.15_obj.c,the execution of the identified privileged commands via remote access is authorized.,Authorize remote execution of privileged commands and remote access to security-relevant information.,Access Control,partial,,,Directory enumeration,Scoped role assignment is the authorization gate and emits; target is the .a role-definition enumeration (artifact). PIM note retained.,,V8.2: target repaired — upstream definitional row promoted to artifact. Disposition unchanged.,
03.01.15_obj.d,access to the identified security-relevant information via remote access is authorized.,Authorize remote execution of privileged commands and remote access to security-relevant information.,Access Control,partial,,,Directory enumeration|Config API,As .c against the .b management-plane scope (artifact).,,V8.2: target repaired — upstream definitional row promoted to artifact. Disposition unchanged.,
03.01.16_obj.a,wireless access points are identified.,Authorize wireless access prior to allowing such connections.,Access Control,partial,,,Host config read,Wireless interface detection emits per enrolled endpoint (Syscollector per analyst note); enumeration of access *points* in the environment requires network-side visibility the lab stack lacks. Partial on coverage plane.,,,
03.01.16_obj.b,wireless access is authorized prior to allowing such connections.,Authorize wireless access prior to allowing such connections.,Access Control,yes,NCP checklist repository (inherited),,Config API,Authorization-prior-to-connection emits as CA compliant-device condition; device registration is the authorization list (analyst note).,,,
03.01.17_obj.a,wireless access to the system is protected using encryption.,Protect wireless access using authentication and encryption.,Access Control,yes,NCP checklist repository (inherited),,Host config read,Wireless encryption state emits per enrolled endpoint via SCA (analyst note: positive assurance across enrolled population).,,,
03.01.17_obj.b,wireless access to the system is protected using authentication.,Protect wireless access using authentication and encryption.,Access Control,partial,,,Config API,Identity-layer authentication emits (CA); network-layer 802.1X/WPA2-Enterprise state lives on APs outside the lab stack (analyst note marks Network Devices as future PRIMARY). Partial pending network-device plane.,,,
03.01.18_obj.a,"mobile devices that process, store, or transmit CUI are identified.",Control connection of mobile devices.,Access Control,yes,Organization-defined ODP,artifact,Directory enumeration,Mobile devices identify via enrollment - the enrollment record is the identification (analyst note: intune).,yes,V8.8: promoted partial->yes. Referent is the organization-defined value the standard obliges the organization to set; validation executes against it when the export carries the declaration and the observation as separate assertions. V8 AUDIT: Enrollment record IS the identification; completeness of enrollment not emissible.,
03.01.18_obj.b,the connection of mobile devices is authorized.,Control connection of mobile devices.,Access Control,yes,NCP checklist repository (inherited),,Config API,Connection authorization emits as CA + enrollment policy state. VDI-path note retained: CUI never lands on device storage.,,,
03.01.18_obj.c,mobile device connections are monitored and logged.,Control connection of mobile devices.,Access Control,no,,,SIEM / log query,Mobile auth events emit per sign-in logs (analyst note).,yes,"V8.7: yes->no. Owner ruling (SIEM tiering). Sole sufficient feed is log query, a collector outside the declared reference architecture; SIEM was excluded from the reference baseline at v8.5 and that exclusion is now applied consistently. Demoted to 'no' rather than 'partial' to match the v8.5 AU/IR treatment on identical facts. feed_types retained as a record of where emission would originate.",
03.01.19_obj.a,"mobile devices and mobile computing platforms that process, store, or transmit CUI are identified.",Encrypt CUI on mobile devices and mobile computing platforms.,Access Control,yes,Organization-defined ODP,artifact,Directory enumeration,As 03.01.18.a.,yes,V8.8: promoted partial->yes. Referent is the organization-defined value the standard obliges the organization to set; validation executes against it when the export carries the declaration and the observation as separate assertions. V8 AUDIT: As 03.01.18.a.,
03.01.19_obj.b,encryption is employed to protect CUI on identified mobile devices and mobile computing platforms.,Encrypt CUI on mobile devices and mobile computing platforms.,Access Control,yes,NCP checklist repository (inherited),,Config API,Compliance policy enforces encryption as access condition - policy state and per-device compliance state both emit. VDI path note retained.,,,
03.01.20_obj.a,connections to external systems are identified.,Verify and control/limit connections to and use of external systems.,Access Control,partial,,,Config API|Directory enumeration,Cross-tenant policies and configured connections enumerate the *sanctioned* set; unsanctioned external connections emit only where egress/DNS visibility exists. The identified set is the configured set - shadow usage is the gap.,,,
03.01.20_obj.b,use of external systems is identified.,Verify and control/limit connections to and use of external systems.,Access Control,partial,,,SIEM / log query,"Sign-in logs record use of federated/external systems (analyst note); use outside the identity plane (personal accounts, unfederated services) does not emit without DLP/egress capture.",,,
03.01.20_obj.c,connections to external systems are verified.,Verify and control/limit connections to and use of external systems.,Access Control,yes,NCP checklist repository (inherited),,Config API,Cross-tenant access policies + provisioning = verified authorization at tenant level (analyst note); state emits.,,,
03.01.20_obj.d,use of external systems is verified.,Verify and control/limit connections to and use of external systems.,Access Control,partial,,,SIEM / log query,As .b - the identity-plane slice emits; the rest does not.,,,
03.01.20_obj.e,connections to external systems are controlled/limited.,Verify and control/limit connections to and use of external systems.,Access Control,yes,NCP checklist repository (inherited),,Config API,"Controls emit as configuration: named locations, NSG egress rules, protective DNS (analyst note).",,,
03.01.20_obj.f,use of external systems is controlled/limited.,Verify and control/limit connections to and use of external systems.,Access Control,partial,,,Config API,App restrictions and egress rules emit; analyst note flags no DLP in MVP stack - content-level limitation does not emit. Split by control plane.,,,
03.01.21_obj.a,use of organizational portable storage devices containing CUI on external systems is identified and documented.,Limit use of organizational portable storage devices on external systems.,Access Control,partial,,,Host config read,Analyst note: USB-mount permissibility is ascertainable from settings - that slice emits. Documentation of use on *external* systems is a determination outside any emission.,,,
03.01.21_obj.b,limits on the use of organizational portable storage devices containing CUI on external systems are defined.,Limit use of organizational portable storage devices on external systems.,Access Control,no,,,,Limit definition is a documented decision (analyst note concurs); no emission.,,,
03.01.21_obj.c,use of organizational portable storage devices containing CUI on external systems is limited as defined.,Limit use of organizational portable storage devices on external systems.,Access Control,partial,,,Host config read,Device-installation restrictions emit on managed endpoints; enforcement on *external* systems is outside the boundary by definition - the objective's subject is machines the supplier does not manage. Structural partial: the emission can never reach the object.,,,
03.01.22_obj.a,individuals authorized to post or process information on publicly accessible systems are identified.,Control CUI posted or processed on publicly accessible systems.,Access Control,no,,,,Authorized-poster identification is a determination; no emission.,,,
03.01.22_obj.b,procedures to ensure CUI is not posted or processed on publicly accessible systems are identified.,Control CUI posted or processed on publicly accessible systems.,Access Control,no,,,,Procedure identification - prose.,,,
03.01.22_obj.c,a review process is in place prior to posting of any content to publicly accessible systems.,Control CUI posted or processed on publicly accessible systems.,Access Control,no,,,,Review process existence is procedural; process record at best.,,,
03.01.22_obj.d,content on publicly accessible information systems is reviewed to ensure that it does not include CUI.,Control CUI posted or processed on publicly accessible systems.,Access Control,no,,,,Content review for CUI requires content inspection - analyst note: no DLP in MVP stack; and review adequacy is judgment regardless.,,,
03.01.22_obj.e,mechanisms are in place to remove and address improper posting of CUI.,Control CUI posted or processed on publicly accessible systems.,Access Control,no,,,,Removal mechanisms are procedural response; no emission in stack.,,,
03.04.01_obj.a,a baseline configuration is established.,Establish and maintain baseline configurations and inventories of organizational systems,Configuration Management,yes,NCP checklist repository,NCP-designated,Compliance scan|Config API,The declared benchmark profile IS the baseline; conformance state emits via scan. Establishment is demonstrated by the existence and application of the profile - the transitive-floor case at its cleanest.,,Authority recorded: designated checklist profile is the baseline definition. | V8 AUDIT: KEPT: declared benchmark profile is the baseline; repository designated by ODP 03.04.02.a; conformance emits. Declare-your-profile handled by declaration.,
03.04.01_obj.b,"the baseline configuration includes hardware, software, firmware, and documentation.",Establish and maintain baseline configurations and inventories of organizational systems,Configuration Management,partial,,,Directory enumeration|Compliance scan,Hardware/software/firmware slices emit via inventory agent; the documentation component is prose by its own terms. Analyst note concurs on the split. Partial by component.,,,
03.04.01_obj.c,the baseline configuration is maintained (reviewed and updated) throughout the system development life cycle.,Establish and maintain baseline configurations and inventories of organizational systems,Configuration Management,partial,,,Compliance scan|SIEM / log query,Continuous scan results demonstrate the baseline is *applied* over time; that it is *reviewed and updated* per lifecycle is a human act emitting only as version-change events. Analyst note: annual review through ISSO - process record.,,,
03.04.01_obj.d,a system inventory is established.,Establish and maintain baseline configurations and inventories of organizational systems,Configuration Management,yes,Organization-defined ODP,artifact,Directory enumeration,Analyst note: the inventory-agent database IS the system inventory. The enumeration is the artifact.,yes,"V8.8: promoted partial->yes. Referent is the organization-defined value the standard obliges the organization to set; validation executes against it when the export carries the declaration and the observation as separate assertions. V8 AUDIT: Inventory-agent database IS the inventory; existence emits, completeness cannot. Allowlist precedent.",
03.04.01_obj.e,"the system inventory includes hardware, software, firmware, and documentation.",Establish and maintain baseline configurations and inventories of organizational systems,Configuration Management,partial,,,Directory enumeration,As .b - hardware/software/firmware enumerate; documentation is the prose slice.,,,
03.04.01_obj.f,the inventory is maintained (reviewed and updated) throughout the system development life cycle.,Establish and maintain baseline configurations and inventories of organizational systems,Configuration Management,yes,NCP checklist repository (inherited),,Directory enumeration|SIEM / log query,Continuous agent model is the maintenance mechanism (analyst note); inventory currency emits as last-seen timestamps. The review act is subsumed by continuous collection - the periodic-review question this conversation already resolved: continuous observation dominates periodic review of a copy.,,,
03.04.02_obj.a,security configuration settings for information technology products employed in the system are established and included in the baseline configuration.,Establish and enforce security configuration settings for information technology products employed in organizational systems.,Configuration Management,yes,NCP checklist repository,NCP-designated,Compliance scan,Security settings established-and-included emits as benchmark conformance: the settings ARE the baseline content. ODP designates the NCP repository as referent - the designated authority for this exact objective.,,Authority recorded: ODP designates NCP repository as settings referent - the archetype row. | V8 AUDIT: KEPT: the archetype row — designation names this exact objective.,
03.04.02_obj.b,security configuration settings for information technology products employed in the system are enforced.,Establish and enforce security configuration settings for information technology products employed in organizational systems.,Configuration Management,yes,NCP checklist repository (inherited),,Compliance scan|Host config read,Enforcement state is the setting state; drift emits as scan deltas.,,,
03.04.03_obj.a,changes to the system are tracked.,"Track, review, approve or disapprove, and log changes to organizational systems.",Configuration Management,no,,,SIEM / log query,Change tracking emits on both planes - endpoint file/config changes and infrastructure activity logs. Analyst note: independent mechanisms.,yes,"V8.7: yes->no. Owner ruling (SIEM tiering). Sole sufficient feed is log query, a collector outside the declared reference architecture; SIEM was excluded from the reference baseline at v8.5 and that exclusion is now applied consistently. Demoted to 'no' rather than 'partial' to match the v8.5 AU/IR treatment on identical facts. feed_types retained as a record of where emission would originate.",
03.04.03_obj.b,changes to the system are reviewed.,"Track, review, approve or disapprove, and log changes to organizational systems.",Configuration Management,no,,,,"Review is a human act; FIM alerts and activity logs are its inputs, but the review itself emits nothing. Process record.",,,
03.04.03_obj.c,changes to the system are approved or disapproved.,"Track, review, approve or disapprove, and log changes to organizational systems.",Configuration Management,no,,,,Approval/disapproval is a human decision; emits only as process record in a change workflow. Analyst note flags a future workflow feature - correctly excluded from lab findings.,,,
03.04.03_obj.d,changes to the system are logged.,"Track, review, approve or disapprove, and log changes to organizational systems.",Configuration Management,no,,,SIEM / log query,The FIM alert log plus activity log ARE the change log (analyst note). Direct emission.,yes,"V8.7: yes->no. Owner ruling (SIEM tiering). Sole sufficient feed is log query, a collector outside the declared reference architecture; SIEM was excluded from the reference baseline at v8.5 and that exclusion is now applied consistently. Demoted to 'no' rather than 'partial' to match the v8.5 AU/IR treatment on identical facts. feed_types retained as a record of where emission would originate.",
03.04.04_obj.a,analyze the security impact of changes prior to implementation.,Analyze the security impact of changes prior to implementation.,Configuration Management,no,,,,Security impact analysis is judgment prior to implementation. Vuln-detection can supply inputs (analyst note: supporting evidence) but the analysis itself does not emit. Process record.,,,
03.04.05_obj.a,physical access restrictions associated with changes to the system are defined.,"Define, document, approve, and enforce physical and logical access restrictions associated with changes to organizational systems.",Configuration Management,no,,,,"Physical access restrictions for changes - definition is a determination; no emission. Physical slice, as the PE family.",,,
03.04.05_obj.b,physical access restrictions associated with changes to the system are documented.,"Define, document, approve, and enforce physical and logical access restrictions associated with changes to organizational systems.",Configuration Management,no,,,,Documentation of physical restrictions is prose.,,,
03.04.05_obj.c,physical access restrictions associated with changes to the system are approved.,"Define, document, approve, and enforce physical and logical access restrictions associated with changes to organizational systems.",Configuration Management,no,,,,Approval is a human act; process record.,,,
03.04.05_obj.d,physical access restrictions associated with changes to the system are enforced.,"Define, document, approve, and enforce physical and logical access restrictions associated with changes to organizational systems.",Configuration Management,partial,,,SIEM / log query,"Badge events at server/equipment areas emit where readers exist - same boundary as 03.10.01.b: presence emits, enforcement completeness does not.",,,
03.04.05_obj.e,logical access restrictions associated with changes to the system are defined.,"Define, document, approve, and enforce physical and logical access restrictions associated with changes to organizational systems.",Configuration Management,yes,Organization-defined ODP,artifact,Directory enumeration,Analyst note: role assignments scope who has write access - DEFINE_AS_SETTING. The logical restriction exists as RBAC state; it emits.,yes,"V8.8: promoted partial->yes. Referent is the organization-defined value the standard obliges the organization to set; validation executes against it when the export carries the declaration and the observation as separate assertions. AGREED APPROACH: RBAC state is the restriction definition; deliberate artifact, no referent.",
03.04.05_obj.f,logical access restrictions associated with changes to the system are documented.,"Define, document, approve, and enforce physical and logical access restrictions associated with changes to organizational systems.",Configuration Management,yes,Organization-defined ODP,artifact,Directory enumeration,Analyst note: the role assignment records ARE the documentation. Second instance of a definition natively machine-encoded (with 03.01.03.d) - the record of the restriction is the restriction.,yes,V8.8: promoted partial->yes. Referent is the organization-defined value the standard obliges the organization to set; validation executes against it when the export carries the declaration and the observation as separate assertions. AGREED APPROACH: role-assignment records as documentation; as .e.,
03.04.05_obj.g,logical access restrictions associated with changes to the system are approved.,"Define, document, approve, and enforce physical and logical access restrictions associated with changes to organizational systems.",Configuration Management,partial,,,Directory enumeration,Approval emits as PIM workflow records where P2 is licensed (analyst note); without PIM it is a process record. License-tier-dependent emission - flag retained.,,,
03.04.05_obj.h,logical access restrictions associated with changes to the system are enforced.,"Define, document, approve, and enforce physical and logical access restrictions associated with changes to organizational systems.",Configuration Management,yes,NCP checklist repository (inherited),,Config API|Host config read,Enforcement is RBAC/ACL state on both planes; emits directly.,,,
03.04.06_obj.a,essential system capabilities are defined based on the principle of least functionality.,Employ the principle of least functionality by configuring organizational systems to provide only essential capabilities.,Configuration Management,yes,Organization-defined ODP,artifact,Compliance scan|Config API,"Two-slice definition-by-complement: the required disable set for services/ports/protocols is benchmark content (NCP-designated -> that slice floored, cf. 03.04.07.m/n); the capability-level remainder — the deployed application and platform-feature set — is the customer's de facto essentiality declaration and emits as inventory + allowlist (03.04.07.a precedent). Definition exists as encoded state on both slices; only one slice has a published referent -> artifact, not yes.",yes,"V8.8: promoted partial->yes. Referent is the organization-defined value the standard obliges the organization to set; validation executes against it when the export carries the declaration and the observation as separate assertions. V8.2 PROMOTION (no -> artifact): owner flagged as iffy; recorded as two-slice complement — benchmark slice floored, capability slice customer-declared. Held below yes deliberately.",
03.04.06_obj.b,the system is configured to provide only the defined essential capabilities.,Employ the principle of least functionality by configuring organizational systems to provide only essential capabilities.,Configuration Management,yes,NCP checklist repository,NCP-designated,Compliance scan|Host config read,"Configured-to-provide-only emits as the hardening state itself: disabled services, removed features, closed ports per the baseline.",,V8 AUDIT: KEPT: hardening state validates against declared benchmark profile (inherited referent). Owner ruling: components in boundary stay hardened — continuous conformance to designated content.,
03.04.07_obj.a,essential programs are defined.,"Restrict, disable, or prevent the use of nonessential programs, functions, ports, protocols, and services.",Configuration Management,partial,,artifact,Host config read,Analyst note: the allowlist defines essential programs. The definition is the policy object - it emits. Whether the allowlist is *right* is judgment; that it exists and what it contains is emission.,yes,"AGREED APPROACH: allowlist is a deliberate machine artifact constituting the definition; no published referent to score against. Ingestable in full; partial, not yes.",
03.04.07_obj.b,the use of nonessential programs is defined.,"Restrict, disable, or prevent the use of nonessential programs, functions, ports, protocols, and services.",Configuration Management,yes,Organization-defined ODP,artifact,Host config read,Complement of the allowlist - analyst note: everything not listed is nonessential by definition. As 03.01.07.b: the complement of an enumeration is an enumeration.,yes,V8.8: promoted partial->yes. Referent is the organization-defined value the standard obliges the organization to set; validation executes against it when the export carries the declaration and the observation as separate assertions. AGREED APPROACH: complement of the allowlist; as .a.,
03.04.07_obj.c,"the use of nonessential programs is restricted, disabled, or prevented as defined.","Restrict, disable, or prevent the use of nonessential programs, functions, ports, protocols, and services.",Configuration Management,yes,NCP checklist repository (inherited),,Host config read|SIEM / log query,Enforcement mode emits as policy state; block events emit as logs.,,,
03.04.07_obj.d,essential functions are defined.,"Restrict, disable, or prevent the use of nonessential programs, functions, ports, protocols, and services.",Configuration Management,yes,Organization-defined ODP,artifact,Host config read,Feature-restriction configuration is the definition (analyst note); emits.,yes,V8.8: promoted partial->yes. Referent is the organization-defined value the standard obliges the organization to set; validation executes against it when the export carries the declaration and the observation as separate assertions. AGREED APPROACH: feature-restriction set is org-specific artifact; promote if benchmark-sourced for the declared profile.,
03.04.07_obj.e,the use of nonessential functions is defined.,"Restrict, disable, or prevent the use of nonessential programs, functions, ports, protocols, and services.",Configuration Management,yes,Organization-defined ODP,artifact,Host config read,As .d - same configuration surface.,yes,V8.8: promoted partial->yes. Referent is the organization-defined value the standard obliges the organization to set; validation executes against it when the export carries the declaration and the observation as separate assertions. AGREED APPROACH: as .d.,
03.04.07_obj.f,"the use of nonessential functions is restricted, disabled, or prevented as defined.","Restrict, disable, or prevent the use of nonessential programs, functions, ports, protocols, and services.",Configuration Management,yes,NCP checklist repository (inherited),,Host config read,Enforcement is the restriction state; emits.,,,
03.04.07_obj.g,essential ports are defined.,"Restrict, disable, or prevent the use of nonessential programs, functions, ports, protocols, and services.",Configuration Management,yes,Organization-defined ODP,artifact,Host config read,"Firewall rules express port definitions (analyst note); the rule set is the definition and emits. PPS prose is companion, not source.",yes,"V8.8: promoted partial->yes. Referent is the organization-defined value the standard obliges the organization to set; validation executes against it when the export carries the declaration and the observation as separate assertions. AGREED APPROACH: firewall port rules are org-specific definition artifact; benchmark mandates default-deny posture, not the port list.",
03.04.07_obj.h,the use of nonessential ports is defined.,"Restrict, disable, or prevent the use of nonessential programs, functions, ports, protocols, and services.",Configuration Management,yes,Organization-defined ODP,artifact,Host config read,As .g - block rules define nonessential by exclusion.,yes,V8.8: promoted partial->yes. Referent is the organization-defined value the standard obliges the organization to set; validation executes against it when the export carries the declaration and the observation as separate assertions. AGREED APPROACH: as .g.,
03.04.07_obj.i,"the use of nonessential ports is restricted, disabled, or prevented as defined.","Restrict, disable, or prevent the use of nonessential programs, functions, ports, protocols, and services.",Configuration Management,yes,NCP checklist repository (inherited),,Host config read,Enforcement emits as firewall state on both OS paths (analyst note: independent mechanisms).,,,
03.04.07_obj.j,essential protocols are defined.,"Restrict, disable, or prevent the use of nonessential programs, functions, ports, protocols, and services.",Configuration Management,yes,Organization-defined ODP,artifact,Host config read,Protocol rules as .g.,yes,V8.8: promoted partial->yes. Referent is the organization-defined value the standard obliges the organization to set; validation executes against it when the export carries the declaration and the observation as separate assertions. AGREED APPROACH: protocol rules as .g.,
03.04.07_obj.k,the use of nonessential protocols is defined.,"Restrict, disable, or prevent the use of nonessential programs, functions, ports, protocols, and services.",Configuration Management,yes,NCP checklist repository,NCP-designated,Host config read,"Analyst note is the argument: the CIS setting disabling LLMNR/NetBIOS IS the definition of nonessential protocols. Definition-as-setting, benchmark-sourced.",,Authority recorded: CIS setting disabling LLMNR/NetBIOS is the definition (analyst note). | V8 AUDIT: KEPT: CIS setting IS the definition AND benchmark is within designated repository — referent PUBLISHED. Distinguishes from customer-authored allowlist (03.04.07.a artifact).,
03.04.07_obj.l,"the use of nonessential protocols is restricted, disabled, or prevented as defined.","Restrict, disable, or prevent the use of nonessential programs, functions, ports, protocols, and services.",Configuration Management,yes,NCP checklist repository (inherited),,Host config read|Compliance scan,Enforcement is the disabled state; scan confirms per baseline.,,,
03.04.07_obj.m,essential services are defined.,"Restrict, disable, or prevent the use of nonessential programs, functions, ports, protocols, and services.",Configuration Management,yes,NCP checklist repository,NCP-designated,Host config read,CIS disabled-services list is the definition (analyst note); service configuration emits on both paths.,,Authority recorded: CIS disabled-services list is the definition. | V8 AUDIT: KEPT: as .k.,
03.04.07_obj.n,the use of nonessential services is defined.,"Restrict, disable, or prevent the use of nonessential programs, functions, ports, protocols, and services.",Configuration Management,yes,NCP checklist repository,NCP-designated,Host config read,As .m by complement.,,Authority recorded: complement of CIS services list. | V8 AUDIT: KEPT: as .m by complement.,
03.04.07_obj.o,"the use of nonessential services is restricted, disabled, or prevented as defined.","Restrict, disable, or prevent the use of nonessential programs, functions, ports, protocols, and services.",Configuration Management,yes,NCP checklist repository (inherited),,Host config read|Compliance scan,Enforcement is service state; emits and scans.,,,
03.04.08_obj.a,a policy specifying whether whitelisting or blacklisting is to be implemented is specified.,"Apply deny-by-exception (blacklisting) policy to prevent the use of unauthorized software or deny-all, permit-by-exception",Configuration Management,yes,Organization-defined ODP,artifact,Host config read,Analyst note: the allowlist configuration IS the policy specification. The whitelisting-vs-blacklisting choice is encoded in the deployed mechanism itself.,yes,"V8.8: promoted partial->yes. Referent is the organization-defined value the standard obliges the organization to set; validation executes against it when the export carries the declaration and the observation as separate assertions. AGREED APPROACH: deployed mechanism encodes the whitelist/blacklist policy choice; deliberate artifact, no referent.",
03.04.08_obj.b,the software allowed to execute under whitelisting or denied use under blacklisting is specified.,"Apply deny-by-exception (blacklisting) policy to prevent the use of unauthorized software or deny-all, permit-by-exception",Configuration Management,yes,Organization-defined ODP,artifact,Host config read,The policy content specifies the allowed set; emits as policy object.,yes,V8.8: promoted partial->yes. Referent is the organization-defined value the standard obliges the organization to set; validation executes against it when the export carries the declaration and the observation as separate assertions. AGREED APPROACH: allowlist content is the specification; org-specific artifact.,
03.04.08_obj.c,whitelisting to allow the execution of authorized software or blacklisting to prevent the use of unauthorized software is implemented as specified.,"Apply deny-by-exception (blacklisting) policy to prevent the use of unauthorized software or deny-all, permit-by-exception",Configuration Management,yes,NCP checklist repository (inherited),,Host config read|SIEM / log query,Enforcement mode emits; enforcement events emit.,,,
